source;target;method;length_m;Country;geometry;diameter_mm;index;param;name;capacity_Mm^3/d;mm_len;id;country_code;uncertainty;tags
(1522149.8778574388, 7165388.9449608615);(1555863.5422416357, 7182504.023169929);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_M_Heuristics.PipeSegment_capacity()', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};22540.562;True;LINESTRING (1522149.8778574388 7165388.9449608615, 1555863.5422416357 7182504.023169929);300.0;4873;{'diameter_mm': 300.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 54.016526, 'length_km': 22.540562, 'long_mean': 13.80078, 'max_cap_M_m3_per_d': 5.673398079561833, 'max_pressure_bar': 25.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80N', 'DE80N'], 'path_lat': [53.986213, 53.993792, 54.006875, 54.033095, 54.055742], 'path_long': [13.693601, 13.730403, 13.782425, 13.844335, 13.904429], 'start_year': None};LKD_PS_849_Seg_0_Seg_0;5.673398079561833;37809.21935603505;LKD_PS_849_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.04516350000000102, 'length_km': 0.14285714285714285, 'long_mean': 0.1514274999999996, 'max_cap_M_m3_per_d': 1.2045422187088117, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1522149.8778574388, 7165388.9449608615);(1509526.3589209723, 7169084.80934217);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'raw', 'path_long': 'raw', 'start_year': None};7728.023999999999;True;LINESTRING (1522149.8778574388 7165388.9449608615, 1509526.3589209723 7169084.80934217);900.0;5218;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.984581, 'length_km': 7.728024, 'long_mean': 13.617006, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80N', 'DE80N'], 'path_lat': [], 'path_long': [], 'start_year': None};EntsoG_Map__ST_120;27.809143341935314;13153.427076786966;EntsoG_Map__ST_120;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.009761000000001019, 'length_km': 0.5, 'long_mean': 0.056699499999999674, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1555863.5422416357, 7182504.023169929);(1587093.1121887804, 7144758.623793421);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};29001.22;True;LINESTRING (1555863.5422416357 7182504.023169929, 1587093.1121887804 7144758.623793421);900.0;6028;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.957934, 'length_km': 29.00122, 'long_mean': 14.116062, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE8', 'PL4'], 'nuts_id_2': ['DE80', 'PL42'], 'nuts_id_3': ['DE80N', 'PL428'], 'path_lat': [53.98871, 53.9122], 'path_long': [14.06916, 14.16143], 'start_year': None};PLNG_2800_Seg_0_Seg_0_Seg_2;27.809143341935314;48989.80723758447;PLNG_2800_Seg_0_Seg_0_Seg_2;['DE', 'PL'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.09973350000000279, 'length_km': 0.25, 'long_mean': 0.14027000000000012, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1555863.5422416357, 7182504.023169929);(1578045.0639771034, 7151621.849673391);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_replaced by M_Heuristics.adjust_AttribValues()', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};22339.966;True;LINESTRING (1555863.5422416357 7182504.023169929, 1578045.0639771034 7151621.849673391);900.0;6305;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 1, 'lat_mean': 53.983596, 'length_km': 22.339966, 'long_mean': 14.076257, 'max_cap_M_m3_per_d': 2.0, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80N', 'DE80N'], 'path_lat': [53.98362], 'path_long': [14.07639], 'start_year': None};PLS_5361_Seg_0_Seg_0_Seg_0;2.0;38022.73722881206;PLS_5361_Seg_0_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.08156350000000145, 'length_km': 0.3333333333333333, 'long_mean': 0.09963000000000033, 'max_cap_M_m3_per_d': 50.0, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1457746.5430564443, 7053449.076453248);(1462884.0488760446, 6979170.083027083);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};45571.854;True;LINESTRING (1457746.5430564443 7053449.076453248, 1462884.0488760446 6979170.083027083);900.0;4878;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.15983, 'length_km': 45.571854, 'long_mean': 13.120032, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE8', 'DE4'], 'nuts_id_2': ['DE80', 'DE40'], 'nuts_id_3': ['DE80J', 'DE40A'], 'path_lat': [53.261014, 53.230782, 53.19847, 53.159579, 53.131802, 53.086062, 53.012268], 'path_long': [13.124677, 13.106997, 13.115183, 13.136287, 13.124713, 13.119972, 13.115987], 'start_year': None};LKD_PS_857_Seg_0_Seg_0;27.809143341935314;74456.4492200013;LKD_PS_857_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.19994700000000165, 'length_km': 0.1111111111111111, 'long_mean': 0.023075500000000023, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1462884.0488760446, 6979170.083027083);(1549328.197576144, 7047538.160658618);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};84057.625;True;LINESTRING (1462884.0488760446 6979170.083027083, 1549328.197576144 7047538.160658618);400.0;4879;{'diameter_mm': 400.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.142989, 'length_km': 84.057625, 'long_mean': 13.662534, 'max_cap_M_m3_per_d': 2.549933272444444, 'max_pressure_bar': 25.0, 'nuts_id_1': ['DE4', 'DE4'], 'nuts_id_2': ['DE40', 'DE40'], 'nuts_id_3': ['DE40A', 'DE40I'], 'path_lat': [52.996648, 52.977555, 53.005329, 53.024897, 53.038005, 53.096344, 53.108232, 53.11897, 53.112567, 53.110102, 53.114005, 53.130977, 53.128058, 53.129903, 53.127497, 53.203214, 53.22734, 53.263442, 53.273443, 53.291736, 53.302743, 53.323927], 'path_long': [13.212844, 13.310461, 13.349656, 13.41198, 13.421701, 13.497197, 13.527004, 13.556286, 13.56901, 13.636279, 13.661985, 13.757603, 13.784197, 13.82884, 13.883167, 13.925434, 13.927816, 13.912539, 13.920788, 13.901047, 13.913643, 13.93217], 'start_year': None};LKD_PS_858_Seg_0_Seg_0;2.549933272444444;110212.45339577783;LKD_PS_858_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.18410400000000135, 'length_km': 0.041666666666666664, 'long_mean': 0.3882704999999999, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1462884.0488760446, 6979170.083027083);(1488151.903493756, 6932046.658259232);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};32874.445999999996;True;LINESTRING (1462884.0488760446 6979170.083027083, 1488151.903493756 6932046.658259232);900.0;4880;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.822312, 'length_km': 32.874446, 'long_mean': 13.291147, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE4', 'DE4'], 'nuts_id_2': ['DE40', 'DE40'], 'nuts_id_3': ['DE40A', 'DE40A'], 'path_lat': [52.898536, 52.816315, 52.775194, 52.740855], 'path_long': [13.206369, 13.316432, 13.342522, 13.371952], 'start_year': None};LKD_PS_863_Seg_0_Seg_0;27.809143341935314;53470.38094901878;LKD_PS_863_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.12781649999999797, 'length_km': 0.16666666666666666, 'long_mean': 0.11349250000000044, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1488151.903493756, 6932046.658259232);(1506394.2737280128, 6928069.689097646);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};11592.675;True;LINESTRING (1488151.903493756 6932046.658259232, 1506394.2737280128 6928069.689097646);900.0;4881;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.716375, 'length_km': 11.592675, 'long_mean': 13.453485, 'max_cap_M_m3_per_d': 45.270755661866644, 'max_pressure_bar': 85.0, 'nuts_id_1': ['DE4', 'DE4'], 'nuts_id_2': ['DE40', 'DE40'], 'nuts_id_3': ['DE40A', 'DE405'], 'path_lat': [52.723433], 'path_long': [13.45999], 'start_year': None};LKD_PS_864_Seg_0_Seg_0;45.270755661866644;18670.84238795629;LKD_PS_864_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.010821500000002258, 'length_km': 0.3333333333333333, 'long_mean': 0.08193699999999991, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1488151.903493756, 6932046.658259232);(1471016.2716369657, 6921003.185144264);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};13693.975999999999;True;LINESTRING (1488151.903493756 6932046.658259232, 1471016.2716369657 6921003.185144264);900.0;4907;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.696563, 'length_km': 13.693976, 'long_mean': 13.267314, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE4', 'DE4'], 'nuts_id_2': ['DE40', 'DE40'], 'nuts_id_3': ['DE40A', 'DE40A'], 'path_lat': [52.71769, 52.704047, 52.67387], 'path_long': [13.282651, 13.246319, 13.224941], 'start_year': None};LKD_PS_912_Seg_0_Seg_0;27.809143341935314;20385.979926715627;LKD_PS_912_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.03006300000000195, 'length_km': 0.2, 'long_mean': 0.07696600000000052, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1506394.2737280128, 6928069.689097646);(1522008.168145659, 6919466.136571011);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};15357.75;True;LINESTRING (1506394.2737280128 6928069.689097646, 1522008.168145659 6919466.136571011);900.0;4882;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.6859, 'length_km': 15.35775, 'long_mean': 13.631974, 'max_cap_M_m3_per_d': 39.74313905759999, 'max_pressure_bar': 55.0, 'nuts_id_1': ['DE4', 'DE4'], 'nuts_id_2': ['DE40', 'DE40'], 'nuts_id_3': ['DE405', 'DE405'], 'path_lat': [52.71522, 52.693239, 52.66385], 'path_long': [13.612468, 13.679656, 13.663143], 'start_year': None};LKD_PS_865_Seg_0_Seg_0;39.74313905759999;17827.361413399623;LKD_PS_865_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.023429000000000144, 'length_km': 0.2, 'long_mean': 0.07013099999999993, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1506394.2737280128, 6928069.689097646);(1522008.168145659, 6919466.136571011);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_M_Heuristics.PipeSegment_capacity()', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};14470.788;True;LINESTRING (1506394.2737280128 6928069.689097646, 1522008.168145659 6919466.136571011);125.0;4884;{'diameter_mm': 125.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.667612, 'length_km': 14.470788, 'long_mean': 13.586379, 'max_cap_M_m3_per_d': 4.976897231893936, 'max_pressure_bar': 63.0, 'nuts_id_1': ['DE4', 'DE4'], 'nuts_id_2': ['DE40', 'DE40'], 'nuts_id_3': ['DE405', 'DE405'], 'path_lat': [52.687028, 52.655931, 52.637907], 'path_long': [13.563964, 13.576022, 13.587309], 'start_year': None};LKD_PS_870_Seg_0_Seg_0;4.976897231893936;17827.361413399623;LKD_PS_870_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.023429000000000144, 'length_km': 0.2, 'long_mean': 0.07013099999999993, 'max_cap_M_m3_per_d': 1.2198323679317324, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1522008.168145659, 6919466.136571011);(1556160.653962563, 6882295.608580029);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};38345.755;True;LINESTRING (1522008.168145659 6919466.136571011, 1556160.653962563 6882295.608580029);600.0;4883;{'diameter_mm': 600.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.561212, 'length_km': 38.345755, 'long_mean': 13.858053, 'max_cap_M_m3_per_d': 11.407561044000005, 'max_pressure_bar': 63.0, 'nuts_id_1': ['DE4', 'DE4'], 'nuts_id_2': ['DE40', 'DE40'], 'nuts_id_3': ['DE405', 'DE40C'], 'path_lat': [52.640223, 52.620176, 52.619097, 52.60403, 52.599761, 52.561651, 52.520449, 52.500931, 52.487057, 52.473856], 'path_long': [13.680186, 13.719125, 13.739576, 13.756905, 13.930855, 13.972673, 13.965714, 13.967398, 13.957839, 13.954699], 'start_year': None};LKD_PS_866_Seg_0_Seg_0;11.407561044000005;50478.1184138455;LKD_PS_866_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.10151099999999857, 'length_km': 0.08333333333333333, 'long_mean': 0.15339849999999977, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1522008.168145659, 6919466.136571011);(1509348.2477357031, 6906777.239101559);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_M_Heuristics.PipeSegment_capacity()', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};11634.11;True;LINESTRING (1522008.168145659 6919466.136571011, 1509348.2477357031 6906777.239101559);125.0;4885;{'diameter_mm': 125.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.60907, 'length_km': 11.63411, 'long_mean': 13.595435, 'max_cap_M_m3_per_d': 4.976897231893936, 'max_pressure_bar': 63.0, 'nuts_id_1': ['DE4', 'DE4'], 'nuts_id_2': ['DE40', 'DE40'], 'nuts_id_3': ['DE405', 'DE405'], 'path_lat': [52.606233, 52.588915], 'path_long': [13.575153, 13.575449], 'start_year': None};LKD_PS_872_Seg_0_Seg_0;4.976897231893936;17924.332728909925;LKD_PS_872_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.03460000000000107, 'length_km': 0.25, 'long_mean': 0.05686299999999988, 'max_cap_M_m3_per_d': 1.2198323679317324, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1522008.168145659, 6919466.136571011);(1528210.8901726601, 6895460.7076150095);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};20095.866;True;LINESTRING (1522008.168145659 6919466.136571011, 1528210.8901726601 6895460.7076150095);600.0;4887;{'diameter_mm': 600.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.57027, 'length_km': 20.095866, 'long_mean': 13.673377, 'max_cap_M_m3_per_d': 11.407561044000005, 'max_pressure_bar': 63.0, 'nuts_id_1': ['DE4', 'DE4'], 'nuts_id_2': ['DE40', 'DE40'], 'nuts_id_3': ['DE405', 'DE409'], 'path_lat': [52.59279, 52.588578, 52.557655, 52.550751, 52.522787], 'path_long': [13.615646, 13.63853, 13.675748, 13.667812, 13.715318], 'start_year': None};LKD_PS_876_Seg_0_Seg_0;11.407561044000005;24793.837538909953;LKD_PS_876_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.06550400000000067, 'length_km': 0.14285714285714285, 'long_mean': 0.02785999999999955, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
