source;target;method;length_m;Country;geometry;diameter_mm;index;param;name;capacity_Mm^3/d;mm_len;id;country_code;uncertainty;tags
(1167112.9485764208, 6372787.159760697);(1087307.7829877415, 6406054.963360299);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};56415.154;True;LINESTRING (1167112.9485764208 6372787.159760697, 1087307.7829877415 6406054.963360299);1100.0;4437;{'diameter_mm': 1100.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.66706, 'length_km': 56.415154, 'long_mean': 10.113239, 'max_cap_M_m3_per_d': 76.084332748, 'max_pressure_bar': 80.0, 'nuts_id_1': ['DE2', 'DE2'], 'nuts_id_2': ['DE25', 'DE26'], 'nuts_id_3': ['DE25A', 'DE26C'], 'path_lat': [49.573806, 49.687265, 49.733253], 'path_long': [10.40411, 10.030969, 9.879308], 'start_year': None};LKD_PS_166_Seg_0_Seg_0;76.084332748;86461.6169810526;LKD_PS_166_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.09670500000000004, 'length_km': 0.2, 'long_mean': 0.35845099999999963, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1167112.9485764208, 6372787.159760697);(1087307.7829877415, 6406054.963360299);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};58463.905;True;LINESTRING (1167112.9485764208 6372787.159760697, 1087307.7829877415 6406054.963360299);1200.0;4442;{'diameter_mm': 1200.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.664561, 'length_km': 58.463905, 'long_mean': 10.219411, 'max_cap_M_m3_per_d': 90.789101532, 'max_pressure_bar': 80.0, 'nuts_id_1': ['DE2', 'DE2'], 'nuts_id_2': ['DE25', 'DE26'], 'nuts_id_3': ['DE25A', 'DE26C'], 'path_lat': [49.573783, 49.573783, 49.630969, 49.67433, 49.736232, 49.786412], 'path_long': [10.484354, 10.484354, 10.407764, 10.23586, 10.027593, 9.86356], 'start_year': None};LKD_PS_171_Seg_0_Seg_0;90.789101532;86461.6169810526;LKD_PS_171_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.09670500000000004, 'length_km': 0.125, 'long_mean': 0.35845099999999963, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1167112.9485764208, 6372787.159760697);(1115260.1071259326, 6303960.705681825);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_M_Heuristics.PipeSegment_capacity()', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};56999.602000000006;True;LINESTRING (1115260.1071259326 6303960.705681825, 1167112.9485764208 6372787.159760697);350.0;4680;{'diameter_mm': 350.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.309164, 'length_km': 56.999602, 'long_mean': 10.162602, 'max_cap_M_m3_per_d': 9.019353756654825, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DE1', 'DE2'], 'nuts_id_2': ['DE11', 'DE25'], 'nuts_id_3': ['DE11A', 'DE25A'], 'path_lat': [49.211046, 49.214576, 49.264876, 49.4195], 'path_long': [10.042045, 10.062109, 10.084669, 10.28388], 'start_year': None};LKD_PS_430_Seg_0_Seg_0;9.019353756654825;86173.06973504258;LKD_PS_430_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.20129099999999767, 'length_km': 0.16666666666666666, 'long_mean': 0.232901, 'max_cap_M_m3_per_d': 1.1330302180309473, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1167112.9485764208, 6372787.159760697);(1163644.3445627932, 6391544.386694596);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};12345.893;True;LINESTRING (1167112.9485764208 6372787.159760697, 1163644.3445627932 6391544.386694596);1000.0;4966;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.628355, 'length_km': 12.345893, 'long_mean': 10.468774, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 100.0, 'nuts_id_1': ['DE2', 'DE2'], 'nuts_id_2': ['DE25', 'DE25'], 'nuts_id_3': ['DE25A', 'DE25A'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_1025_Seg_0_Seg_0;61.37956396400001;19075.239868823468;LKD_PS_1025_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.05457200000000029, 'length_km': 0.5, 'long_mean': 0.0155795000000003, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1087307.7829877415, 6406054.963360299);(943875.8473658415, 6398139.094451443);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};96831.565;True;LINESTRING (1087307.7829877415 6406054.963360299, 943875.8473658415 6398139.094451443);1100.0;4438;{'diameter_mm': 1100.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.7303, 'length_km': 96.831565, 'long_mean': 9.262753, 'max_cap_M_m3_per_d': 76.084332748, 'max_pressure_bar': 80.0, 'nuts_id_1': ['DE2', 'DE7'], 'nuts_id_2': ['DE26', 'DE71'], 'nuts_id_3': ['DE26C', 'DE715'], 'path_lat': [49.766643, 49.759811, 49.753846, 49.76039, 49.690055, 49.68145, 49.672074], 'path_long': [9.762447, 9.700262, 9.646244, 9.51103, 9.133548, 8.83275, 8.532061], 'start_year': None};LKD_PS_167_Seg_0_Seg_0;76.084332748;143650.20409601607;LKD_PS_167_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.022975500000001144, 'length_km': 0.1111111111111111, 'long_mean': 0.6442355000000006, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1087307.7829877415, 6406054.963360299);(950093.1522461366, 6398363.628090719);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};90763.884;True;LINESTRING (1087307.7829877415 6406054.963360299, 950093.1522461366 6398363.628090719);1100.0;4443;{'diameter_mm': 1100.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.76627, 'length_km': 90.763884, 'long_mean': 9.300718, 'max_cap_M_m3_per_d': 76.084332748, 'max_pressure_bar': 80.0, 'nuts_id_1': ['DE2', 'DE7'], 'nuts_id_2': ['DE26', 'DE71'], 'nuts_id_3': ['DE26C', 'DE715'], 'path_lat': [49.796039, 49.804242, 49.807546, 49.736443, 49.72988], 'path_long': [9.696639, 9.634686, 9.507013, 9.131356, 8.83305], 'start_year': None};LKD_PS_172_Seg_0_Seg_0;76.084332748;137430.02411330683;LKD_PS_172_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.022323499999998827, 'length_km': 0.14285714285714285, 'long_mean': 0.6163100000000002, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1087307.7829877415, 6406054.963360299);(1102709.5024559358, 6418467.121969933);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};12756.456999999999;True;LINESTRING (1102709.5024559358 6418467.121969933, 1087307.7829877415 6406054.963360299);1000.0;4968;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.803175, 'length_km': 12.756457, 'long_mean': 9.83663, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 100.0, 'nuts_id_1': ['DE2', 'DE2'], 'nuts_id_2': ['DE26', 'DE26'], 'nuts_id_3': ['DE26C', 'DE26C'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_1025_Seg_0_Seg_3;61.37956396400001;19780.663384417872;LKD_PS_1025_Seg_0_Seg_3;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.03598200000000062, 'length_km': 0.5, 'long_mean': 0.06917799999999995, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1087307.7829877415, 6406054.963360299);(1016578.7181224193, 6409436.967344614);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};51174.19;True;LINESTRING (1087307.7829877415 6406054.963360299, 1016578.7181224193 6409436.967344614);1000.0;4969;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.813109, 'length_km': 51.17419, 'long_mean': 9.523354, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 100.0, 'nuts_id_1': ['DE2', 'DE2'], 'nuts_id_2': ['DE26', 'DE26'], 'nuts_id_3': ['DE26C', 'DE269'], 'path_lat': [49.845192, 49.853238], 'path_long': [9.684297, 9.509585], 'start_year': None};LKD_PS_1026_Seg_0_Seg_0;61.37956396400001;70809.8762015079;LKD_PS_1026_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.00980949999999936, 'length_km': 0.25, 'long_mean': 0.317685, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(943875.8473658415, 6398139.094451443);(950093.1522461366, 6398363.628090719);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};4018.8579999999997;True;LINESTRING (950093.1522461366 6398363.628090719, 943875.8473658415 6398139.094451443);1100.0;4444;{'diameter_mm': 1100.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.721678, 'length_km': 4.018858, 'long_mean': 8.497639, 'max_cap_M_m3_per_d': 76.084332748, 'max_pressure_bar': 80.0, 'nuts_id_1': ['DE7', 'DE7'], 'nuts_id_2': ['DE71', 'DE71'], 'nuts_id_3': ['DE715', 'DE715'], 'path_lat': [49.721245], 'path_long': [8.479105], 'start_year': None};LKD_PS_172_Seg_0_Seg_5;76.084332748;6221.357997230759;LKD_PS_172_Seg_0_Seg_5;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.0006520000000023173, 'length_km': 0.3333333333333333, 'long_mean': 0.02792550000000027, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(943875.8473658415, 6398139.094451443);(915376.3879304016, 6379272.608898716);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};22471.358;True;LINESTRING (943875.8473658415 6398139.094451443, 915376.3879304016 6379272.608898716);900.0;4445;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.663504, 'length_km': 22.471358, 'long_mean': 8.351668, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE7', 'DEB'], 'nuts_id_2': ['DE71', 'DEB3'], 'nuts_id_3': ['DE715', 'DEB3B'], 'path_lat': [49.699363, 49.621861], 'path_long': [8.460068, 8.244655], 'start_year': None};LKD_PS_173_Seg_0_Seg_0;27.809143341935314;34178.4064172622;LKD_PS_173_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.05484699999999875, 'length_km': 0.25, 'long_mean': 0.12800749999999983, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(943875.8473658415, 6398139.094451443);(915376.3879304016, 6379272.608898716);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};23914.850000000002;True;LINESTRING (915376.3879304016 6379272.608898716, 943875.8473658415 6398139.094451443);1000.0;4446;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.674353, 'length_km': 23.91485, 'long_mean': 8.342999, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 80.0, 'nuts_id_1': ['DEB', 'DE7'], 'nuts_id_2': ['DEB3', 'DE71'], 'nuts_id_3': ['DEB3B', 'DE715'], 'path_lat': [49.640385, 49.724237], 'path_long': [8.227952, 8.442099], 'start_year': None};LKD_PS_174_Seg_0_Seg_0;61.37956396400001;34178.4064172622;LKD_PS_174_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.05484699999999875, 'length_km': 0.25, 'long_mean': 0.12800749999999983, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(943875.8473658415, 6398139.094451443);(935565.736058633, 6428716.349145019);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};20431.545;True;LINESTRING (935565.736058633 6428716.349145019, 943875.8473658415 6398139.094451443);900.0;4573;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.809871, 'length_km': 20.431545, 'long_mean': 8.441656, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE7', 'DE7'], 'nuts_id_2': ['DE71', 'DE71'], 'nuts_id_3': ['DE717', 'DE715'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_316_Seg_0_Seg_3;27.809143341935314;31686.376481605133;LKD_PS_316_Seg_0_Seg_3;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.08862900000000097, 'length_km': 0.5, 'long_mean': 0.03732549999999968, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(943875.8473658415, 6398139.094451443);(938601.3072530746, 6400264.140518573);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};3672.9519999999998;True;LINESTRING (938601.3072530746 6400264.140518573, 943875.8473658415 6398139.094451443);900.0;4577;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.727412, 'length_km': 3.672952, 'long_mean': 8.45529, 'max_cap_M_m3_per_d': 44.34948622782221, 'max_pressure_bar': 80.0, 'nuts_id_1': ['DEB', 'DE7'], 'nuts_id_2': ['DEB3', 'DE71'], 'nuts_id_3': ['DEB3B', 'DE715'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_317_Seg_0_Seg_5;44.34948622782221;5686.527427930952;LKD_PS_317_Seg_0_Seg_5;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.006170000000000896, 'length_km': 0.5, 'long_mean': 0.023690999999999462, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(943875.8473658415, 6398139.094451443);(992008.0574755464, 6409821.125753979);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};32917.529;True;LINESTRING (992008.0574755464 6409821.125753979, 943875.8473658415 6398139.094451443);1000.0;4971;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.767041, 'length_km': 32.917529, 'long_mean': 8.693654, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 100.0, 'nuts_id_1': ['DE7', 'DE7'], 'nuts_id_2': ['DE71', 'DE71'], 'nuts_id_3': ['DE716', 'DE715'], 'path_lat': [49.79084], 'path_long': [8.69062], 'start_year': None};LKD_PS_1026_Seg_0_Seg_3;61.37956396400001;49529.582124203356;LKD_PS_1026_Seg_0_Seg_3;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.03389900000000168, 'length_km': 0.3333333333333333, 'long_mean': 0.21618950000000045, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(950093.1522461366, 6398363.628090719);(952163.1381774375, 6404135.902779186);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso(Compressors_max_power_MW, Storages_max_power_MW)', 'max_pressure_bar': 'Lasso(Compressors_max_power_MW, Storages_max_storage_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'raw', 'path_long': 'raw', 'start_year': None};3959.85;True;LINESTRING (950093.1522461366 6398363.628090719, 952163.1381774375 6404135.902779186);900.0;5149;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.739302, 'length_km': 3.95985, 'long_mean': 8.54413, 'max_cap_M_m3_per_d': 46.91035490703637, 'max_pressure_bar': 81.33796626143993, 'nuts_id_1': ['DE7', 'DE7'], 'nuts_id_2': ['DE71', 'DE71'], 'nuts_id_3': ['DE715', 'DE717'], 'path_lat': [], 'path_long': [], 'start_year': None};EntsoG_Map__ST_33;46.91035490703637;6132.209783993443;EntsoG_Map__ST_33;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.01675549999999859, 'length_km': 0.5, 'long_mean': 0.009297499999999735, 'max_cap_M_m3_per_d': 1.6457805604789357, 'max_pressure_bar': 1.0180562320989934, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
