,ID,geometry
548,548,POINT (768279.8146715871 7040341.717449035)
549,549,POINT (854220.242675847 6034531.68495836)
550,550,POINT (871856.812241207 7010521.945837419)
551,551,POINT (1031157.6752341605 6924088.999488562)
552,552,POINT (915376.3879304016 6379272.608898716)
553,553,POINT (1264674.5748220447 7061584.28523875)
554,554,POINT (1248883.3484555648 6949898.315915882)
555,555,POINT (739562.1690341923 6704731.086943932)
556,556,POINT (1272761.9358281759 6112300.503682549)
557,557,POINT (929749.1813451934 6713526.714938739)
558,558,POINT (1410674.5397770545 6792265.5406040205)
559,559,POINT (1191392.842713342 6660228.4232576825)
560,560,POINT (1102709.5024559358 6418467.121969933)
561,561,POINT (1377718.96112516 6114446.903283772)
562,562,POINT (1522149.8778574388 7165388.9449608615)
563,563,POINT (1500967.5598713313 6608671.121501834)
564,564,POINT (896895.1260689024 6516386.835615224)
565,565,POINT (1356450.259214197 6116242.919478876)
566,566,POINT (1264285.4018822315 7105684.765644988)
567,567,POINT (1192275.1609973693 7019476.450319804)
568,568,POINT (800647.18113413 7022344.739945416)
569,569,POINT (1120519.730426933 7081023.683903321)
570,570,POINT (1003177.8551817433 6413573.979300836)
571,571,POINT (1481461.156819117 7179735.298360051)
572,572,POINT (952312.083656119 6342626.65610821)
573,573,POINT (930508.4915918944 6388168.236187231)
574,574,POINT (1268311.7165447331 7051064.108739173)
575,575,POINT (878393.938018551 6361420.1582605)
576,576,POINT (1288389.5225431898 6775842.569308764)
577,577,POINT (941649.9028279393 6282531.823794323)
578,578,POINT (1582225.8900928262 6700962.597953041)
579,579,POINT (1494218.1478250448 7221189.025784708)
580,580,POINT (1400222.6414669834 6691632.215769051)
581,581,POINT (873176.6161240519 6910376.500814962)
582,582,POINT (679058.5786346678 6793212.4971026825)
583,583,POINT (1509526.3589209723 7169084.80934217)
584,584,POINT (1472160.3020438482 6893469.769896168)
585,585,POINT (936349.7592322899 6264978.954727864)
586,586,POINT (1416864.0147846516 6136789.227153241)
587,587,POINT (1228011.5005292802 6648446.773785105)
588,588,POINT (1433257.5909158136 6890009.349857273)
589,589,POINT (1290827.4193915625 6138338.797401331)
590,590,POINT (1304032.2487089513 6590264.442095488)
591,591,POINT (1232914.1222233067 6598686.159328953)
592,592,POINT (709589.8414160666 6750795.383092231)
593,593,POINT (1349114.3047709204 6072983.357227715)
594,594,POINT (760719.2174958895 6795288.710084947)
595,595,POINT (1519651.6458450563 6835839.879928174)
596,596,POINT (804505.9599629882 6707909.026678905)
597,597,POINT (895510.2002839431 6801769.9332834305)
598,598,POINT (771268.0750824417 6586734.4206660185)
599,599,POINT (1140194.4485492269 7091917.268047729)
600,600,POINT (1391611.5222566698 6391306.788561977)
601,601,POINT (1036573.4797807438 6824532.916261717)
602,602,POINT (1285032.349339846 6816259.003998133)
603,603,POINT (943500.255403905 6414845.088904699)
604,604,POINT (1468149.5721100573 7092583.564359161)
605,605,POINT (1098219.9873922428 6894344.163107844)
606,606,POINT (1107717.9889857066 7079338.475463568)
607,607,POINT (1369905.5573858707 7138357.820255969)
608,608,POINT (758363.3631122315 6718953.688477329)
609,609,POINT (1088533.633220357 6167039.614344131)
610,610,POINT (943875.8473658415 6398139.094451443)
611,611,POINT (1289714.2244836295 6603076.749255754)
612,612,POINT (821431.0866626882 6858210.77968816)
613,613,POINT (637008.0862654719 6772214.151799204)
614,614,POINT (757926.5454303586 7207322.22114858)
615,615,POINT (1287850.7362077504 6234483.998079453)
616,616,POINT (724733.6336240927 6684777.170790777)
617,617,POINT (1329124.5524896814 6788128.736772903)
618,618,POINT (681661.3396489053 6764564.505472038)
619,619,POINT (1391020.9723580114 6617426.084323289)
620,620,POINT (1197648.9980959236 6953200.018309483)
621,621,POINT (1520510.3643970354 7198214.601712621)
622,622,POINT (968595.2308524143 7143284.016666414)
623,623,POINT (954301.9195540487 6321888.760978968)
624,624,POINT (773839.7779587478 6706226.959370178)
625,625,POINT (1034640.750781591 6880606.879144874)
626,626,POINT (865576.2778901412 6788709.029661361)
627,627,POINT (1354823.6588147257 7008769.031826947)
628,628,POINT (756494.9767787572 6690975.852581687)
629,629,POINT (1051698.7929532984 7082658.678258131)
630,630,POINT (1315967.924511806 6721047.70666823)
631,631,POINT (992008.0574755464 6409821.125753979)
632,632,POINT (1191737.0425788746 6976332.058367043)
633,633,POINT (1029255.0024975217 6943330.283060162)
634,634,POINT (639813.5600724439 6576940.357688122)
635,635,POINT (1069084.3370669193 7046543.553138836)
636,636,POINT (767166.0631662003 6638977.554972913)
637,637,POINT (747421.3250841975 6660150.755230354)
638,638,POINT (980497.5108080312 6923324.457251651)
639,639,POINT (1022536.3146306938 6189419.077024018)
640,640,POINT (1080729.357679313 6838397.221404291)
641,641,POINT (1335958.9013074436 7152575.12762977)
642,642,POINT (788621.8931411867 6914845.569067845)
643,643,POINT (757345.4576884178 6798756.817025971)
644,644,POINT (1234984.1081546075 6952953.633334661)
645,645,POINT (923564.8270341732 6694294.783495122)
646,646,POINT (781423.8635470029 6822588.252173902)
647,647,POINT (1459676.8230267996 6866593.656065247)
648,648,POINT (1043609.0942378605 6227079.1630553035)
649,649,POINT (950093.1522461366 6398363.628090719)
650,650,POINT (810481.4789092803 6901916.032439986)
651,651,POINT (1001238.1130546707 6081469.247041288)
652,652,POINT (1075811.0399370848 7107183.566159621)
653,653,POINT (806420.6552046324 6299938.131122295)
654,654,POINT (1346250.2769117912 6325850.308155921)
655,655,POINT (1352968.1855421835 6666772.780940446)
656,656,POINT (877280.9657495999 6880025.786876196)
657,657,POINT (879934.4884516392 7078187.122234772)
658,658,POINT (1546127.539576856 6705964.223554806)
